12/22/2022 04:44:49 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:44:49 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 04:46:40 AM Epoch 0 - iter 39/51 - 10% Avg loss 3.77911
12/22/2022 04:46:53 AM Epoch 0 - iter 44/51 - 10% Avg loss 3.68694
12/22/2022 04:47:04 AM Epoch 0 - iter 49/51 - 10% Avg loss 3.61917
12/22/2022 04:47:05 AM Epoch #0: Epoch Average Loss 4.49167 - Epoch Training Time: 2.1 min(s)
12/22/2022 04:47:06 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:48:18 AM Eval Devset: Epoch #0: Average Loss 3.46767 - BLEU-1: 0.57394 - BLEU-2: 0.36232 - BLEU-3: 0.21497 - BLEU-4: 0.13819 - ROUGE_L: 0.47292 - METEOR: 0.32783 - CIDEr: 0.17633 - SPICE: 0.00000 - Epoch Testing Time: 1.2 min(s)
12/22/2022 04:48:18 AM Saving new best-model with accuracy: 0.1382
12/22/2022 04:48:18 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:48:25 AM Epoch 1 - iter 4/51 - 10% Avg loss 3.38840
12/22/2022 04:48:32 AM Epoch 1 - iter 9/51 - 10% Avg loss 3.35604
12/22/2022 04:48:39 AM Epoch 1 - iter 14/51 - 10% Avg loss 3.34351
12/22/2022 04:48:45 AM Epoch 1 - iter 19/51 - 10% Avg loss 3.28003
12/22/2022 04:48:52 AM Epoch 1 - iter 24/51 - 10% Avg loss 3.24356
12/22/2022 04:48:59 AM Epoch 1 - iter 29/51 - 10% Avg loss 3.22250
12/22/2022 04:49:05 AM Epoch 1 - iter 34/51 - 10% Avg loss 3.23485
12/22/2022 04:49:13 AM Epoch 1 - iter 39/51 - 10% Avg loss 3.17900
12/22/2022 04:49:20 AM Epoch 1 - iter 44/51 - 10% Avg loss 3.14211
12/22/2022 04:49:28 AM Epoch 1 - iter 49/51 - 10% Avg loss 3.13025
12/22/2022 04:49:29 AM Epoch #1: Epoch Average Loss 3.24362 - Epoch Training Time: 1.2 min(s)
12/22/2022 04:49:29 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:50:30 AM Eval Devset: Epoch #1: Average Loss 3.12203 - BLEU-1: 0.58503 - BLEU-2: 0.36662 - BLEU-3: 0.21823 - BLEU-4: 0.13879 - ROUGE_L: 0.47656 - METEOR: 0.32961 - CIDEr: 0.20614 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 04:50:30 AM Saving new best-model with accuracy: 0.1388
12/22/2022 04:50:30 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:50:37 AM Epoch 2 - iter 4/51 - 10% Avg loss 2.94655
12/22/2022 04:50:43 AM Epoch 2 - iter 9/51 - 10% Avg loss 2.92197
12/22/2022 04:50:49 AM Epoch 2 - iter 14/51 - 10% Avg loss 2.93684
12/22/2022 04:50:56 AM Epoch 2 - iter 19/51 - 10% Avg loss 2.92558
12/22/2022 04:51:03 AM Epoch 2 - iter 24/51 - 10% Avg loss 2.86543
12/22/2022 04:51:10 AM Epoch 2 - iter 29/51 - 10% Avg loss 2.90782
12/22/2022 04:51:17 AM Epoch 2 - iter 34/51 - 10% Avg loss 2.85134
12/22/2022 04:51:24 AM Epoch 2 - iter 39/51 - 10% Avg loss 2.80720
12/22/2022 04:51:31 AM Epoch 2 - iter 44/51 - 10% Avg loss 2.86716
12/22/2022 04:51:38 AM Epoch 2 - iter 49/51 - 10% Avg loss 2.85315
12/22/2022 04:51:39 AM Epoch #2: Epoch Average Loss 2.88828 - Epoch Training Time: 1.1 min(s)
12/22/2022 04:51:39 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:52:39 AM Eval Devset: Epoch #2: Average Loss 2.95585 - BLEU-1: 0.56790 - BLEU-2: 0.35833 - BLEU-3: 0.22030 - BLEU-4: 0.14725 - ROUGE_L: 0.47058 - METEOR: 0.33215 - CIDEr: 0.23064 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 04:52:39 AM Saving new best-model with accuracy: 0.1473
12/22/2022 04:52:40 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:52:45 AM Epoch 3 - iter 4/51 - 10% Avg loss 2.63945
12/22/2022 04:52:50 AM Epoch 3 - iter 9/51 - 10% Avg loss 2.67272
12/22/2022 04:52:55 AM Epoch 3 - iter 14/51 - 10% Avg loss 2.66175
12/22/2022 04:53:00 AM Epoch 3 - iter 19/51 - 10% Avg loss 2.65818
12/22/2022 04:53:05 AM Epoch 3 - iter 24/51 - 10% Avg loss 2.66199
12/22/2022 04:53:10 AM Epoch 3 - iter 29/51 - 10% Avg loss 2.60936
12/22/2022 04:53:15 AM Epoch 3 - iter 34/51 - 10% Avg loss 2.64812
12/22/2022 04:53:20 AM Epoch 3 - iter 39/51 - 10% Avg loss 2.64149
12/22/2022 04:53:25 AM Epoch 3 - iter 44/51 - 10% Avg loss 2.58840
12/22/2022 04:53:30 AM Epoch 3 - iter 49/51 - 10% Avg loss 2.62022
12/22/2022 04:53:31 AM Epoch #3: Epoch Average Loss 2.63760 - Epoch Training Time: 0.85 min(s)
12/22/2022 04:53:31 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:54:30 AM Eval Devset: Epoch #3: Average Loss 2.86010 - BLEU-1: 0.61114 - BLEU-2: 0.40405 - BLEU-3: 0.26103 - BLEU-4: 0.17721 - ROUGE_L: 0.49544 - METEOR: 0.33863 - CIDEr: 0.27840 - SPICE: 0.00000 - Epoch Testing Time: 0.98 min(s)
12/22/2022 04:54:30 AM Saving new best-model with accuracy: 0.1772
12/22/2022 04:54:30 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:54:35 AM Epoch 4 - iter 4/51 - 10% Avg loss 2.42080
12/22/2022 04:54:40 AM Epoch 4 - iter 9/51 - 10% Avg loss 2.41787
12/22/2022 04:54:45 AM Epoch 4 - iter 14/51 - 10% Avg loss 2.44741
12/22/2022 04:54:50 AM Epoch 4 - iter 19/51 - 10% Avg loss 2.42563
12/22/2022 04:54:55 AM Epoch 4 - iter 24/51 - 10% Avg loss 2.41245
12/22/2022 04:55:00 AM Epoch 4 - iter 29/51 - 10% Avg loss 2.44480
12/22/2022 04:55:06 AM Epoch 4 - iter 34/51 - 10% Avg loss 2.44885
12/22/2022 04:55:11 AM Epoch 4 - iter 39/51 - 10% Avg loss 2.45970
12/22/2022 04:55:16 AM Epoch 4 - iter 44/51 - 10% Avg loss 2.48313
12/22/2022 04:55:21 AM Epoch 4 - iter 49/51 - 10% Avg loss 2.40662
12/22/2022 04:55:21 AM Epoch #4: Epoch Average Loss 2.43350 - Epoch Training Time: 0.85 min(s)
12/22/2022 04:55:21 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:56:23 AM Eval Devset: Epoch #4: Average Loss 2.79770 - BLEU-1: 0.60473 - BLEU-2: 0.40256 - BLEU-3: 0.25915 - BLEU-4: 0.16970 - ROUGE_L: 0.50115 - METEOR: 0.34344 - CIDEr: 0.30913 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 04:56:23 AM 
12/22/2022 04:56:23 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 04:56:23 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:56:28 AM Epoch 5 - iter 4/51 - 10% Avg loss 2.19220
12/22/2022 04:56:33 AM Epoch 5 - iter 9/51 - 10% Avg loss 2.22066
12/22/2022 04:56:38 AM Epoch 5 - iter 14/51 - 10% Avg loss 2.27239
12/22/2022 04:56:43 AM Epoch 5 - iter 19/51 - 10% Avg loss 2.23853
12/22/2022 04:56:48 AM Epoch 5 - iter 24/51 - 10% Avg loss 2.26040
12/22/2022 04:56:53 AM Epoch 5 - iter 29/51 - 10% Avg loss 2.24991
12/22/2022 04:56:58 AM Epoch 5 - iter 34/51 - 10% Avg loss 2.27863
12/22/2022 04:57:03 AM Epoch 5 - iter 39/51 - 10% Avg loss 2.23518
12/22/2022 04:57:08 AM Epoch 5 - iter 44/51 - 10% Avg loss 2.28088
12/22/2022 04:57:14 AM Epoch 5 - iter 49/51 - 10% Avg loss 2.26895
12/22/2022 04:57:14 AM Epoch #5: Epoch Average Loss 2.25076 - Epoch Training Time: 0.86 min(s)
12/22/2022 04:57:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:58:14 AM Eval Devset: Epoch #5: Average Loss 2.75634 - BLEU-1: 0.62760 - BLEU-2: 0.42029 - BLEU-3: 0.27822 - BLEU-4: 0.18752 - ROUGE_L: 0.50903 - METEOR: 0.34549 - CIDEr: 0.32157 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 04:58:14 AM Saving new best-model with accuracy: 0.1875
12/22/2022 04:58:14 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:58:20 AM Epoch 6 - iter 4/51 - 10% Avg loss 2.02438
12/22/2022 04:58:25 AM Epoch 6 - iter 9/51 - 10% Avg loss 2.03874
12/22/2022 04:58:30 AM Epoch 6 - iter 14/51 - 10% Avg loss 2.05544
12/22/2022 04:58:36 AM Epoch 6 - iter 19/51 - 10% Avg loss 2.04919
12/22/2022 04:58:41 AM Epoch 6 - iter 24/51 - 10% Avg loss 2.06403
12/22/2022 04:58:47 AM Epoch 6 - iter 29/51 - 10% Avg loss 2.13146
12/22/2022 04:58:53 AM Epoch 6 - iter 34/51 - 10% Avg loss 2.10209
12/22/2022 04:58:59 AM Epoch 6 - iter 39/51 - 10% Avg loss 2.10761
12/22/2022 04:59:05 AM Epoch 6 - iter 44/51 - 10% Avg loss 2.11103
12/22/2022 04:59:11 AM Epoch 6 - iter 49/51 - 10% Avg loss 2.14331
12/22/2022 04:59:12 AM Epoch #6: Epoch Average Loss 2.08193 - Epoch Training Time: 0.96 min(s)
12/22/2022 04:59:12 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:00:11 AM Eval Devset: Epoch #6: Average Loss 2.73877 - BLEU-1: 0.64679 - BLEU-2: 0.43623 - BLEU-3: 0.28794 - BLEU-4: 0.19398 - ROUGE_L: 0.51523 - METEOR: 0.34758 - CIDEr: 0.33091 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:00:11 AM Saving new best-model with accuracy: 0.1940
12/22/2022 05:00:11 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:00:16 AM Epoch 7 - iter 4/51 - 10% Avg loss 1.90012
12/22/2022 05:00:22 AM Epoch 7 - iter 9/51 - 10% Avg loss 1.90131
12/22/2022 05:00:27 AM Epoch 7 - iter 14/51 - 10% Avg loss 1.88117
12/22/2022 05:00:32 AM Epoch 7 - iter 19/51 - 10% Avg loss 1.87415
12/22/2022 05:00:37 AM Epoch 7 - iter 24/51 - 10% Avg loss 1.94364
12/22/2022 05:00:42 AM Epoch 7 - iter 29/51 - 10% Avg loss 1.91975
12/22/2022 05:00:47 AM Epoch 7 - iter 34/51 - 10% Avg loss 1.94817
12/22/2022 05:00:52 AM Epoch 7 - iter 39/51 - 10% Avg loss 1.93585
12/22/2022 05:00:57 AM Epoch 7 - iter 44/51 - 10% Avg loss 1.94404
12/22/2022 05:01:03 AM Epoch 7 - iter 49/51 - 10% Avg loss 1.97638
12/22/2022 05:01:03 AM Epoch #7: Epoch Average Loss 1.92323 - Epoch Training Time: 0.86 min(s)
12/22/2022 05:01:04 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:02:03 AM Eval Devset: Epoch #7: Average Loss 2.73491 - BLEU-1: 0.63611 - BLEU-2: 0.43353 - BLEU-3: 0.29495 - BLEU-4: 0.20407 - ROUGE_L: 0.51682 - METEOR: 0.35094 - CIDEr: 0.36879 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:02:03 AM Saving new best-model with accuracy: 0.2041
12/22/2022 05:02:03 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:02:08 AM Epoch 8 - iter 4/51 - 10% Avg loss 1.70759
12/22/2022 05:02:13 AM Epoch 8 - iter 9/51 - 10% Avg loss 1.75227
12/22/2022 05:02:18 AM Epoch 8 - iter 14/51 - 10% Avg loss 1.74486
12/22/2022 05:02:23 AM Epoch 8 - iter 19/51 - 10% Avg loss 1.75350
12/22/2022 05:02:28 AM Epoch 8 - iter 24/51 - 10% Avg loss 1.77764
12/22/2022 05:02:33 AM Epoch 8 - iter 29/51 - 10% Avg loss 1.77543
12/22/2022 05:02:38 AM Epoch 8 - iter 34/51 - 10% Avg loss 1.78987
12/22/2022 05:02:43 AM Epoch 8 - iter 39/51 - 10% Avg loss 1.79710
12/22/2022 05:02:48 AM Epoch 8 - iter 44/51 - 10% Avg loss 1.76591
12/22/2022 05:02:53 AM Epoch 8 - iter 49/51 - 10% Avg loss 1.84385
12/22/2022 05:02:53 AM Epoch #8: Epoch Average Loss 1.77000 - Epoch Training Time: 0.83 min(s)
12/22/2022 05:02:54 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:03:53 AM Eval Devset: Epoch #8: Average Loss 2.74835 - BLEU-1: 0.62840 - BLEU-2: 0.42645 - BLEU-3: 0.28812 - BLEU-4: 0.19775 - ROUGE_L: 0.51487 - METEOR: 0.34564 - CIDEr: 0.34681 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:03:53 AM 
12/22/2022 05:03:53 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 05:03:53 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:03:58 AM Epoch 9 - iter 4/51 - 10% Avg loss 1.59949
12/22/2022 05:04:03 AM Epoch 9 - iter 9/51 - 10% Avg loss 1.58997
12/22/2022 05:04:08 AM Epoch 9 - iter 14/51 - 10% Avg loss 1.59895
12/22/2022 05:04:13 AM Epoch 9 - iter 19/51 - 10% Avg loss 1.61531
12/22/2022 05:04:18 AM Epoch 9 - iter 24/51 - 10% Avg loss 1.63708
12/22/2022 05:04:23 AM Epoch 9 - iter 29/51 - 10% Avg loss 1.62953
12/22/2022 05:04:28 AM Epoch 9 - iter 34/51 - 10% Avg loss 1.64721
12/22/2022 05:04:33 AM Epoch 9 - iter 39/51 - 10% Avg loss 1.65613
12/22/2022 05:04:38 AM Epoch 9 - iter 44/51 - 10% Avg loss 1.64775
12/22/2022 05:04:43 AM Epoch 9 - iter 49/51 - 10% Avg loss 1.66112
12/22/2022 05:04:43 AM Epoch #9: Epoch Average Loss 1.62764 - Epoch Training Time: 0.84 min(s)
12/22/2022 05:04:44 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:05:43 AM Eval Devset: Epoch #9: Average Loss 2.76295 - BLEU-1: 0.63367 - BLEU-2: 0.43256 - BLEU-3: 0.29684 - BLEU-4: 0.20755 - ROUGE_L: 0.51649 - METEOR: 0.34944 - CIDEr: 0.36537 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:05:43 AM Saving new best-model with accuracy: 0.2076
12/22/2022 05:05:44 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:05:49 AM Epoch 10 - iter 4/51 - 10% Avg loss 1.47015
12/22/2022 05:05:54 AM Epoch 10 - iter 9/51 - 10% Avg loss 1.45811
12/22/2022 05:05:59 AM Epoch 10 - iter 14/51 - 10% Avg loss 1.44385
12/22/2022 05:06:04 AM Epoch 10 - iter 19/51 - 10% Avg loss 1.46281
12/22/2022 05:06:10 AM Epoch 10 - iter 24/51 - 10% Avg loss 1.48249
12/22/2022 05:06:15 AM Epoch 10 - iter 29/51 - 10% Avg loss 1.48809
12/22/2022 05:06:21 AM Epoch 10 - iter 34/51 - 10% Avg loss 1.51253
12/22/2022 05:06:26 AM Epoch 10 - iter 39/51 - 10% Avg loss 1.49966
12/22/2022 05:06:32 AM Epoch 10 - iter 44/51 - 10% Avg loss 1.52002
12/22/2022 05:06:38 AM Epoch 10 - iter 49/51 - 10% Avg loss 1.52609
12/22/2022 05:06:38 AM Epoch #10: Epoch Average Loss 1.48694 - Epoch Training Time: 0.91 min(s)
12/22/2022 05:06:39 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:07:37 AM Eval Devset: Epoch #10: Average Loss 2.77923 - BLEU-1: 0.64645 - BLEU-2: 0.44777 - BLEU-3: 0.31009 - BLEU-4: 0.21676 - ROUGE_L: 0.52206 - METEOR: 0.35223 - CIDEr: 0.37981 - SPICE: 0.00000 - Epoch Testing Time: 0.97 min(s)
12/22/2022 05:07:37 AM Saving new best-model with accuracy: 0.2168
12/22/2022 05:07:37 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:07:42 AM Epoch 11 - iter 4/51 - 10% Avg loss 1.30003
12/22/2022 05:07:47 AM Epoch 11 - iter 9/51 - 10% Avg loss 1.30791
12/22/2022 05:07:52 AM Epoch 11 - iter 14/51 - 10% Avg loss 1.33935
12/22/2022 05:07:57 AM Epoch 11 - iter 19/51 - 10% Avg loss 1.35081
12/22/2022 05:08:02 AM Epoch 11 - iter 24/51 - 10% Avg loss 1.36227
12/22/2022 05:08:07 AM Epoch 11 - iter 29/51 - 10% Avg loss 1.37215
12/22/2022 05:08:12 AM Epoch 11 - iter 34/51 - 10% Avg loss 1.37143
12/22/2022 05:08:17 AM Epoch 11 - iter 39/51 - 10% Avg loss 1.38947
12/22/2022 05:08:22 AM Epoch 11 - iter 44/51 - 10% Avg loss 1.38593
12/22/2022 05:08:27 AM Epoch 11 - iter 49/51 - 10% Avg loss 1.37544
12/22/2022 05:08:28 AM Epoch #11: Epoch Average Loss 1.35670 - Epoch Training Time: 0.84 min(s)
12/22/2022 05:08:28 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:09:27 AM Eval Devset: Epoch #11: Average Loss 2.81384 - BLEU-1: 0.64140 - BLEU-2: 0.44246 - BLEU-3: 0.30231 - BLEU-4: 0.20883 - ROUGE_L: 0.52431 - METEOR: 0.35332 - CIDEr: 0.39838 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:09:27 AM 
12/22/2022 05:09:27 AM Bad Epoch. Total num bad epoch: 1
12/22/2022 05:09:27 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:09:33 AM Epoch 12 - iter 4/51 - 10% Avg loss 1.19345
12/22/2022 05:09:39 AM Epoch 12 - iter 9/51 - 10% Avg loss 1.19481
12/22/2022 05:09:45 AM Epoch 12 - iter 14/51 - 10% Avg loss 1.21430
12/22/2022 05:09:50 AM Epoch 12 - iter 19/51 - 10% Avg loss 1.21779
12/22/2022 05:09:56 AM Epoch 12 - iter 24/51 - 10% Avg loss 1.21803
12/22/2022 05:10:02 AM Epoch 12 - iter 29/51 - 10% Avg loss 1.22625
12/22/2022 05:10:08 AM Epoch 12 - iter 34/51 - 10% Avg loss 1.24275
12/22/2022 05:10:14 AM Epoch 12 - iter 39/51 - 10% Avg loss 1.26948
12/22/2022 05:10:21 AM Epoch 12 - iter 44/51 - 10% Avg loss 1.27690
12/22/2022 05:10:27 AM Epoch 12 - iter 49/51 - 10% Avg loss 1.28319
12/22/2022 05:10:28 AM Epoch #12: Epoch Average Loss 1.23454 - Epoch Training Time: 1.0 min(s)
12/22/2022 05:10:28 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:11:29 AM Eval Devset: Epoch #12: Average Loss 2.84914 - BLEU-1: 0.62268 - BLEU-2: 0.42703 - BLEU-3: 0.29150 - BLEU-4: 0.20259 - ROUGE_L: 0.51471 - METEOR: 0.34912 - CIDEr: 0.36047 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 05:11:29 AM 
12/22/2022 05:11:29 AM Bad Epoch. Total num bad epoch: 2
12/22/2022 05:11:29 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:11:34 AM Epoch 13 - iter 4/51 - 10% Avg loss 1.07931
12/22/2022 05:11:40 AM Epoch 13 - iter 9/51 - 10% Avg loss 1.07296
12/22/2022 05:11:46 AM Epoch 13 - iter 14/51 - 10% Avg loss 1.09799
12/22/2022 05:11:52 AM Epoch 13 - iter 19/51 - 10% Avg loss 1.11985
12/22/2022 05:11:58 AM Epoch 13 - iter 24/51 - 10% Avg loss 1.12786
12/22/2022 05:12:04 AM Epoch 13 - iter 29/51 - 10% Avg loss 1.11289
12/22/2022 05:12:10 AM Epoch 13 - iter 34/51 - 10% Avg loss 1.12983
12/22/2022 05:12:17 AM Epoch 13 - iter 39/51 - 10% Avg loss 1.13758
12/22/2022 05:12:24 AM Epoch 13 - iter 44/51 - 10% Avg loss 1.15013
12/22/2022 05:12:31 AM Epoch 13 - iter 49/51 - 10% Avg loss 1.15022
12/22/2022 05:12:32 AM Epoch #13: Epoch Average Loss 1.12015 - Epoch Training Time: 1.1 min(s)
12/22/2022 05:12:32 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:13:32 AM Eval Devset: Epoch #13: Average Loss 2.89626 - BLEU-1: 0.63487 - BLEU-2: 0.43418 - BLEU-3: 0.29514 - BLEU-4: 0.20295 - ROUGE_L: 0.52062 - METEOR: 0.35175 - CIDEr: 0.37823 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:13:32 AM 
12/22/2022 05:13:32 AM Bad Epoch. Total num bad epoch: 3
12/22/2022 05:13:32 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:13:37 AM Epoch 14 - iter 4/51 - 10% Avg loss 0.97636
12/22/2022 05:13:43 AM Epoch 14 - iter 9/51 - 10% Avg loss 0.98318
12/22/2022 05:13:48 AM Epoch 14 - iter 14/51 - 10% Avg loss 0.97424
12/22/2022 05:13:54 AM Epoch 14 - iter 19/51 - 10% Avg loss 0.98957
12/22/2022 05:13:59 AM Epoch 14 - iter 24/51 - 10% Avg loss 0.99009
12/22/2022 05:14:05 AM Epoch 14 - iter 29/51 - 10% Avg loss 1.01473
12/22/2022 05:14:11 AM Epoch 14 - iter 34/51 - 10% Avg loss 1.03447
12/22/2022 05:14:17 AM Epoch 14 - iter 39/51 - 10% Avg loss 1.04072
12/22/2022 05:14:23 AM Epoch 14 - iter 44/51 - 10% Avg loss 1.04266
12/22/2022 05:14:29 AM Epoch 14 - iter 49/51 - 10% Avg loss 1.04952
12/22/2022 05:14:30 AM Epoch #14: Epoch Average Loss 1.00983 - Epoch Training Time: 0.97 min(s)
12/22/2022 05:14:30 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:15:30 AM Eval Devset: Epoch #14: Average Loss 2.93687 - BLEU-1: 0.62526 - BLEU-2: 0.42804 - BLEU-3: 0.28926 - BLEU-4: 0.20027 - ROUGE_L: 0.51685 - METEOR: 0.35029 - CIDEr: 0.36367 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:15:30 AM 
12/22/2022 05:15:30 AM Bad Epoch. Total num bad epoch: 4
12/22/2022 05:15:30 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:15:35 AM Epoch 15 - iter 4/51 - 10% Avg loss 0.86506
12/22/2022 05:15:40 AM Epoch 15 - iter 9/51 - 10% Avg loss 0.86981
12/22/2022 05:15:46 AM Epoch 15 - iter 14/51 - 10% Avg loss 0.90528
12/22/2022 05:15:52 AM Epoch 15 - iter 19/51 - 10% Avg loss 0.89155
12/22/2022 05:15:57 AM Epoch 15 - iter 24/51 - 10% Avg loss 0.88890
12/22/2022 05:16:03 AM Epoch 15 - iter 29/51 - 10% Avg loss 0.92561
12/22/2022 05:16:08 AM Epoch 15 - iter 34/51 - 10% Avg loss 0.91968
12/22/2022 05:16:14 AM Epoch 15 - iter 39/51 - 10% Avg loss 0.93910
12/22/2022 05:16:19 AM Epoch 15 - iter 44/51 - 10% Avg loss 0.95177
12/22/2022 05:16:25 AM Epoch 15 - iter 49/51 - 10% Avg loss 0.95449
12/22/2022 05:16:26 AM Epoch #15: Epoch Average Loss 0.91252 - Epoch Training Time: 0.93 min(s)
12/22/2022 05:16:26 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:17:24 AM Eval Devset: Epoch #15: Average Loss 2.97608 - BLEU-1: 0.61685 - BLEU-2: 0.41914 - BLEU-3: 0.28425 - BLEU-4: 0.19569 - ROUGE_L: 0.51094 - METEOR: 0.34949 - CIDEr: 0.36825 - SPICE: 0.00000 - Epoch Testing Time: 0.96 min(s)
12/22/2022 05:17:24 AM 
12/22/2022 05:17:24 AM Bad Epoch. Total num bad epoch: 5
12/22/2022 05:17:24 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:17:29 AM Epoch 16 - iter 4/51 - 10% Avg loss 0.77378
12/22/2022 05:17:34 AM Epoch 16 - iter 9/51 - 10% Avg loss 0.79017
12/22/2022 05:17:39 AM Epoch 16 - iter 14/51 - 10% Avg loss 0.79182
12/22/2022 05:17:45 AM Epoch 16 - iter 19/51 - 10% Avg loss 0.79893
12/22/2022 05:17:50 AM Epoch 16 - iter 24/51 - 10% Avg loss 0.82164
12/22/2022 05:17:55 AM Epoch 16 - iter 29/51 - 10% Avg loss 0.82787
12/22/2022 05:18:01 AM Epoch 16 - iter 34/51 - 10% Avg loss 0.83501
12/22/2022 05:18:07 AM Epoch 16 - iter 39/51 - 10% Avg loss 0.83359
12/22/2022 05:18:13 AM Epoch 16 - iter 44/51 - 10% Avg loss 0.85483
12/22/2022 05:18:19 AM Epoch 16 - iter 49/51 - 10% Avg loss 0.85431
12/22/2022 05:18:20 AM Epoch #16: Epoch Average Loss 0.81987 - Epoch Training Time: 0.94 min(s)
12/22/2022 05:18:20 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:19:20 AM Eval Devset: Epoch #16: Average Loss 3.02437 - BLEU-1: 0.61523 - BLEU-2: 0.41775 - BLEU-3: 0.28433 - BLEU-4: 0.19665 - ROUGE_L: 0.51105 - METEOR: 0.34919 - CIDEr: 0.35881 - SPICE: 0.00000 - Epoch Testing Time: 1.0 min(s)
12/22/2022 05:19:20 AM 
12/22/2022 05:19:20 AM Bad Epoch. Total num bad epoch: 6
12/22/2022 05:19:20 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:19:25 AM Epoch 17 - iter 4/51 - 10% Avg loss 0.69687
12/22/2022 05:19:31 AM Epoch 17 - iter 9/51 - 10% Avg loss 0.70897
12/22/2022 05:19:36 AM Epoch 17 - iter 14/51 - 10% Avg loss 0.72191
12/22/2022 05:19:41 AM Epoch 17 - iter 19/51 - 10% Avg loss 0.72108
12/22/2022 05:19:47 AM Epoch 17 - iter 24/51 - 10% Avg loss 0.73498
12/22/2022 05:19:52 AM Epoch 17 - iter 29/51 - 10% Avg loss 0.74783
12/22/2022 05:19:57 AM Epoch 17 - iter 34/51 - 10% Avg loss 0.75827
12/22/2022 05:20:03 AM Epoch 17 - iter 39/51 - 10% Avg loss 0.75091
12/22/2022 05:20:08 AM Epoch 17 - iter 44/51 - 10% Avg loss 0.77819
12/22/2022 05:20:14 AM Epoch 17 - iter 49/51 - 10% Avg loss 0.77685
12/22/2022 05:20:14 AM Epoch #17: Epoch Average Loss 0.74022 - Epoch Training Time: 0.9 min(s)
12/22/2022 05:20:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:21:14 AM Eval Devset: Epoch #17: Average Loss 3.08563 - BLEU-1: 0.61534 - BLEU-2: 0.41028 - BLEU-3: 0.27041 - BLEU-4: 0.18037 - ROUGE_L: 0.51011 - METEOR: 0.34732 - CIDEr: 0.33654 - SPICE: 0.00000 - Epoch Testing Time: 0.99 min(s)
12/22/2022 05:21:14 AM 
12/22/2022 05:21:14 AM Bad Epoch. Total num bad epoch: 7
12/22/2022 05:21:14 AM ----------------------------------------------------------------------------------------------------
12/22/2022 05:21:19 AM Epoch 18 - iter 4/51 - 10% Avg loss 0.63907
